id,policy_start_date,policy_end_date,sum_insured,construction_description,year_built,num_stories,square_foot_area,oed_construction_code
611777414,21/01/2024,20/01/2025,1516300,light metal steel frame - lightweight roofing,1922,1,3189,5201
278139206,02/12/2022,12/02/2023,1472465,light gauge steel frame,2013,1,3729,5201
49614647,23/01/2024,22/01/2025,5207793,light metal steel,1986,1,33367,5201
340182273,18/11/2022,18/11/2023,412865,light metal steel frame - lightweight metal roofing,1987,1,1876,5201
551553588,27/09/2023,26/09/2024,3821834,reinforced masonry & flat roof w/o parapets,2015,2,26232,5105
549531670,09/12/2023,11/09/2024,5244345,wood  frame and gable roof,1993,1,22849,5050
699169236,27/08/2023,26/08/2024,603498,wood  frame - stucco cladding and flat roof without parapets,2008,1,5726,5050
173714861,10/03/2024,03/10/2025,1204186,reinforced masonry - stucco/metal cladding and flat roof with parapets,2010,1,9145,5105
654234871,27/08/2023,26/08/2024,2410014,reinforced masonry w/ reinforced brick masonry,2015,1,7612,5105
886058551,09/02/2023,01/09/2024,2462442,reinforced masonry & flat roof,2014,1,31589,5105
583118756,19/05/2023,18/05/2024,1733291,wood frame -2x6,2001,3,10717,5050
578904023,06/06/2023,05/06/2024,871672,reinforced masonry - stucco cladding and gable roof with slope less than or equal to 30 degrees,2011,1,2276,5105
744824537,23/11/2022,23/11/2023,1184556,reinforced masonry w/ reinforced brick masonry,2000,1,9232,5105
719664403,11/12/2023,11/11/2024,688248,reinforced masonry - brick cladding and flat roof without parapets,2018,1,9731,5105
723146830,15/08/2023,14/08/2024,1739891,reinforced masonry - stucco cladding and flat roof without parapets,2004,1,13285,5105
742063354,28/08/2023,27/08/2024,1839945,light metal asbestos siding,2006,1,10684,5201
463633880,06/01/2023,31/05/2024,1312113,light metal steel frame - lightweight roofing,2000,1,9089,5201
67508668,01/11/2023,11/01/2024,2250182,wood frame - stucco cladding  & hip roof,1984,1,6677,5050
738137165,21/04/2023,20/04/2024,5050584,reinforced masonry - stucco cladding and flat roof with parapets,1997,2,16191,5105
982377384,31/12/2023,30/12/2024,2804629,masonry,1978,1,17174,5100
625967358,19/04/2023,18/04/2024,1918804,light metal steel frame - lightweight roofing,2007,1,24380,5201
255273769,09/06/2023,05/09/2024,319494,reinforced masonry - brick veneer cladding and flat roof without parapets,2013,1,1363,5105
856972486,26/06/2023,25/06/2024,1057021,reinforced  masonry - stucco cladding and braced gable roof with slope less than or equal to 30,2019,1,4615,5105
166688699,04/12/2023,11/04/2024,1363560,joisted masonry,2011,2,12859,5108
408115789,23/08/2023,22/08/2024,3492983,reinforced masonry w/ reinforced brick masonry,2007,1,16860,5105
848917371,19/09/2023,18/09/2024,3796585,light  gauge steel frame,1999,1,20016,5201
437037120,13/04/2023,12/04/2024,2425086,reinforced masonry - stucco cladding and flat roof,2004,1,22709,5105
794207353,27/04/2023,26/04/2024,2298225,reinforced masonry - stucco cladding and flat roof,2005,2,18671,5105
417929225,03/06/2023,05/03/2024,2168413,missing,2017,1,18538,5000
753687292,19/04/2023,18/04/2024,1238421,wood frame - metal cladding and flat roof with parapets,2012,1,3864,5050
46236122,07/03/2023,02/07/2024,1085017,wood frame  & flat roof without parapets,2017,2,14874,5050
80859508,07/02/2023,01/07/2024,2273392,wood frame - metal cladding and braced gable roof with slope less than or equal to 30,1981,1,27486,5050
623092524,29/11/2022,29/11/2023,2072120,reinforced masonry - stucco cladding & flat roof,1986,1,9496,5105
877996032,04/03/2023,02/04/2024,1013326,light metal,1970,1,6666,5201
684142434,22/10/2023,21/10/2024,1359265,reinforced masonry wood frame rooof,2020,2,8971,5105
565534711,07/01/2024,01/07/2025,1883556,wood frame (2x4 inch wood),1998,1,10843,5050
851974940,25/10/2023,24/10/2024,432680,fire resistive concrete/ reinforced,2020,1,1329,5150
43667360,23/12/2023,22/12/2024,1666186,light metal steel frame - lightweight metal roofing,2010,1,24392,5201
208697459,12/07/2023,06/12/2024,490605,reinforced masonry,2012,1,2689,5105
22047762,31/05/2023,30/05/2024,1777262,masonry,1943,1,19096,5100
698102579,17/10/2023,16/10/2024,1741150,wood frame (2x4 inch wood),2004,1,15100,5050
889553964,09/10/2023,09/09/2024,2557278,masonry,2012,2,4978,5100
652224575,07/11/2022,11/07/2023,1643432,reinforced masonry - stucco cladding and flat roof,1998,1,3228,5105
992180370,13/09/2023,12/09/2024,833250,reinforced masonry - brick veneer cladding and flat roof without parapets,2019,1,7306,5105
535657737,10/04/2023,03/10/2024,420004,wood  frame and gable roof with slope less than or equal to 30 degrees,2015,1,2681,5050
863823932,23/11/2023,22/11/2024,3038735,fire resistive  concrete,1985,2,20620,5150
302777580,29/02/2024,28/02/2025,1679927,light metal steel frame - lightweight metal roofing,1968,1,18364,5201
532489288,11/09/2023,08/11/2024,1583886,light metal steel frame - lightweight metal roofing,1985,1,4871,5201
342704228,09/09/2023,08/09/2024,4055699,masonry,2017,1,25495,5100
433379537,08/04/2023,03/08/2024,990028,reinforced masonry & flat roof w/o parapets,2020,1,13176,5105
240437295,29/08/2023,28/08/2024,4220200,reinforced masonry & flat roof,1999,1,36424,5105
861033796,19/01/2024,18/01/2025,1055190,light metal w/ corrugated roofing,2014,1,2459,5201
354394953,10/01/2024,01/10/2025,2087177,reinforced masonry and flat roof with parapet,2005,2,12116,5105
912574675,09/12/2022,12/09/2023,3331096,light gauge steel frame,2007,1,24215,5201
978843405,20/10/2022,20/10/2023,3929808,reinforced masonry w/ reinforced brick masonry,2015,1,32865,5105
336537237,12/02/2023,01/12/2024,1470707,reinforced masonry - stucco cladding and flat roof,1990,1,13113,5105
197645917,10/03/2024,03/10/2025,4603363,reinforced masonry - stucco cladding and flat roof with parapets,2018,2,19241,5105
873165297,23/05/2023,22/05/2024,1143723,reinforced masonry - stucco/metal cladding and flat roof with parapets,2002,1,2998,5105
479693080,09/08/2023,07/09/2024,510209,masonry,2005,2,2173,5100
22298830,06/09/2023,08/06/2024,417363,joisted masonry,1993,1,4518,5108
54869069,02/12/2023,12/02/2024,3236408,reinforced masonry and wood frmed flt roof without parapet,1998,1,21138,5105
543929046,16/03/2023,15/03/2024,1388552,reinforced masonry with RBM walls,1954,3,7282,5105
324874428,29/03/2023,28/03/2024,1604514,reinforced masonry - stucco cladding and flat roof with parapets,1988,1,27886,5105
192829663,05/05/2023,04/05/2024,2433245,reinforced masonry - stucco cladding and flat roof with parapets,1984,1,15610,5105
522412580,01/02/2023,02/01/2024,3502819,reinforced masonry & flat roof w/ parapet,2011,1,26641,5105
372306235,19/01/2024,18/01/2025,491061,joisted masonry,1995,1,6706,5108
549629034,20/02/2024,19/02/2025,4928135,light gauge steel frame,2000,2,43623,5201
994162132,03/07/2023,06/03/2024,535515,joisted masonry,2016,1,11307,5108
918188943,24/08/2023,23/08/2024,2322919,light metal steel frame - asbestos,1994,2,19928,5201
684477309,11/07/2023,06/11/2024,738954,joisted masonry,2005,1,7385,5108
86215787,30/04/2023,29/04/2024,1304313,wood frame 2x4 w/ wood bracing,2004,1,4574,5050
652787342,05/08/2023,07/05/2024,2496683,wood frame - stucco cladding and braced gable roof with slope greater than or equal to 30,1961,1,20700,5050
761248417,20/08/2023,19/08/2024,4339527,unknown,2012,1,37889,5000
495940685,22/08/2023,21/08/2024,2452171,wood frame -2x6,2001,1,45347,5050
646425530,13/06/2023,12/06/2024,2477446,reinforced  masonry - stucco cladding & flat roof,2000,1,17686,5105
8157784,09/09/2023,08/09/2024,7222480,wood frame 2x4 w/ wood bracing,2020,1,63666,5050
883415285,16/09/2023,15/09/2024,1603453,reinforced masonry - stucco cladding and flat roof with parapets,2018,2,15103,5105
982487589,10/09/2023,08/10/2024,1148517,light metal,2015,1,26744,5201
276394913,19/05/2023,18/05/2024,1326057,light gauge steel frame,2016,1,4727,5201
965877320,25/07/2023,24/07/2024,2711004,reinforced masonry,1981,2,29008,5105
423375109,21/02/2023,21/02/2024,538737,joisted masonry,1989,1,5686,5108
371739376,16/04/2023,15/04/2024,1569271,unknown,2010,1,12300,5000
343575261,16/06/2023,15/06/2024,1468228,reinforced masonry,1969,3,6992,5105
202756211,16/04/2023,15/04/2024,1899945,missing,2017,2,16193,5000
712751326,16/10/2023,15/10/2024,1981848,fire resistive concrete - flat roof wit parapets,2015,1,21720,5150
37289732,06/08/2023,07/06/2024,696223,reinforced masonry - stucco cladding and flat roof with parapets,2012,1,9108,5105
577868726,03/07/2023,06/03/2024,1109681,wood frame 2x4 w/ wood bracing,1975,3,11618,5050
758843810,22/12/2023,21/12/2024,1824323,wood  frame - brick veneer cladding and flat roof without parapets,1991,1,11644,5050
644865573,20/11/2023,19/11/2024,413357,reinforced masonry with RBM walls,2011,2,2320,5105
894903921,01/08/2023,08/01/2024,676462,unknown,2007,1,6358,5000
779078433,05/09/2023,08/05/2024,2143095,unknown,2016,1,31057,5000
953612424,22/07/2023,21/07/2024,3627370,joisted masonry,1994,1,33097,5108
152174764,06/04/2023,03/06/2024,1809700,light metal steel frame - lightweight metal roofing,1992,1,9582,5201
332742474,28/05/2023,27/05/2024,378897,light metal steel frame - lightweight metal roofing,1998,2,4929,5201
430815240,15/02/2023,15/02/2024,2626309,wood  frame,1998,3,33684,5050
966283022,27/09/2023,26/09/2024,1882546,wood frame - vinyl cladding  & gable roof,2011,1,11768,5050
832744093,31/08/2023,30/08/2024,3422626,reinforced masonry with RBM walls,2019,1,24467,5105
886990944,14/10/2023,13/10/2024,968625,unknown,2014,2,13529,5000
391840485,30/09/2023,29/09/2024,1444353,light gauge steel frame,1987,1,24444,5201
945571829,05/09/2023,08/05/2024,492588,joisted masonry,2016,1,1989,5108
294257708,23/11/2023,22/11/2024,967181,reinforced masonry & flat roof w/ parapet,2002,1,2559,5105
431611417,29/09/2023,28/09/2024,355861,reinforced masonry - stucco cladding and flat roof,2020,1,2006,5105
857522544,21/07/2023,20/07/2024,1419059,wood frame - stucco cladding  & hip rof,2000,1,6530,5050
131650966,28/07/2023,27/07/2024,834608,steel frame - steel,2014,1,11755,5200
931152977,09/10/2023,09/09/2024,4030591,steel frame - stucco cladding,2016,1,21506,5200
426700998,15/10/2023,14/10/2024,2394967,reinforced masonry - stucco cladding and flat roof,2006,1,16075,5105
500755320,16/11/2023,15/11/2024,3402031,light gauge steel frame,1980,2,10513,5201
369118931,09/03/2023,02/09/2024,1572258,wood frame and gable roof,2008,1,26639,5050
396132681,06/12/2023,11/06/2024,1499050,reinforced  masonry and gable roof with slope less than or equal to 30 degrees,1995,1,8556,5105
773517341,24/08/2023,23/08/2024,2581959,wood frame - wood frame cladding and gable roof with slope less than or equal to 30 degrees,2020,1,12738,5050
458420527,25/04/2023,24/04/2024,1162505,light metal steel frame -corrugated roofing,2008,1,14913,5201
882815416,20/06/2023,19/06/2024,2659694,wood frame and hip roof with slope less than or equal to 30 degrees,1987,1,29101,5050
342937721,14/11/2023,13/11/2024,941621,joisted masonry,1973,1,5427,5108
151878729,10/07/2023,06/10/2024,1796467,light metal steel frame - lightweight metal roofing,2015,1,15748,5201
736236370,29/11/2023,28/11/2024,2642943,wood frame 2x4 w/ wood bracing,1975,1,25158,5050
126062449,15/01/2023,15/01/2024,890437,reinforced masonry - stucco cladding and flat roof with parapets,2019,1,5385,5105
725973965,16/08/2023,15/08/2024,1877988,wood  frame  & gable roof,1992,3,9728,5050
285568097,22/02/2023,22/02/2024,1606662,joisted masonry,1986,1,6664,5108
172280793,20/03/2023,19/03/2024,1181936,light metal steel frame ,1993,1,7623,5201
663531647,08/06/2023,05/08/2024,2860719,light metal steel,2020,2,22163,5201
360725201,04/09/2023,08/04/2024,2629340,steel and gable roof w/ slope less than or equal to 30 degrees,1998,2,12154,5200
33436921,05/03/2023,02/05/2024,2430911,joisted masonry,1952,1,7125,5108
370018556,01/07/2023,07/01/2024,359045,light metal steel frame ,2012,1,1543,5201
127928174,11/10/2023,09/11/2024,7188088,wood frame - brick veneer cladding  & flat roof,2005,1,24255,5050
910528256,26/04/2023,25/04/2024,538938,joisted masonry,2004,1,13700,5108
956650990,06/03/2023,02/06/2024,629519,wood frame and hip roof with slope less than or equal to 30 degrees,2014,1,9383,5050
445567410,29/05/2023,28/05/2024,617112,light gauge steel frame,2003,1,7737,5201
353988606,08/07/2023,06/08/2024,4641115,reinforced masonry - brick veneer cladding and flat roof without parapets,2014,1,58101,5105
85972045,21/12/2022,21/12/2023,1181635,masonry,2003,1,7740,5100
489402008,21/10/2022,21/10/2023,1465702,joisted masonry,1997,1,5207,5108
595819204,03/01/2024,01/03/2025,1468463,joisted masonry,2000,1,14458,5108
439553313,16/11/2023,15/11/2024,1642957,reinforced masonry - stucco cladding & flat roof,2003,1,14523,5105
667027109,07/06/2023,05/07/2024,2291255,joisted masonry,1997,1,14435,5108
239548812,08/08/2023,07/08/2024,1165373,wood  frame - stucco cladding  & flat roof,1978,1,5035,5050
458278269,23/11/2023,22/11/2024,2696019,reinforced masonry - stucco cladding and flat roof,1958,1,22948,5105
167094994,24/09/2023,23/09/2024,4096009,reinforced masonry - stucco cladding and flat roof without parapets,2000,2,43444,5105
322695718,13/03/2023,12/03/2024,718914,light metal steel frame -corrugated roofing,2015,1,4856,5201
513349394,17/06/2023,16/06/2024,1626153,reinforced masonry wood frame rooof,1921,1,5957,5105
19924662,08/11/2023,10/08/2024,752185,light metal w/ corrugated roof,2013,1,3565,5201
237174056,30/03/2023,29/03/2024,1097172,reinforced masonry - stucco cladding and flat roof with parapets,2010,1,21866,5105
448261388,02/10/2023,10/02/2024,1347609,reinforced masonry - concrete cladding and gable roof with slope less than or equal to 30 degrees,2012,1,6290,5105
844584447,08/09/2023,08/08/2024,1940945,light metal w/ corrugated roofing ,2002,1,34155,5201
312443763,12/01/2024,01/12/2025,1157944,wood frame - metal sheathin cladding and flat roof without parapets,2019,1,24169,5050
128638083,04/12/2023,11/04/2024,1036063,reinforced masonry - stucco cladding and flat roof without parapets,1995,1,4843,5105
869623479,18/12/2023,17/12/2024,1355608,reinforced masonry - stucco cladding and flat roof with parapets,2020,1,3431,5105
456084562,03/08/2023,07/03/2024,1434456,reinforced masonry and flat roof w/o parapets,2013,1,7074,5105
325451294,01/05/2023,05/01/2024,2149998,reinforced masonry w/ reinforced brick masonry,1974,1,12613,5105
432793358,06/02/2023,01/06/2024,2459461,masonry,1959,1,30452,5100
47573122,06/02/2023,01/06/2024,2921626,wood frame - wood cladding and hip roof with slope less than or equal to 30 degrees,1979,1,42819,5050
832232922,11/09/2023,08/11/2024,2554240,joisted masonry,2019,1,9864,5108
36952328,24/09/2023,23/09/2024,3995248,reinforced masonry w/ reinforced brick masonry,2007,1,31294,5105
339726648,03/11/2023,10/03/2024,1486888,light metal,1964,1,19902,5201
907067889,26/10/2023,25/10/2024,1317166,light metal,2007,1,8079,5201
765973160,15/11/2023,14/11/2024,1629180,wood frame and gable roof,1998,1,27813,5050
482988551,12/09/2023,08/12/2024,3682743,fire resistive concrete - stucco cladding and flat roof with parapets,2006,4,18719,5150
294133789,19/04/2023,18/04/2024,1538096,missing,2001,1,4662,5000
188906014,15/02/2023,15/02/2024,3150323,light metal steel frame -corrugated roofing,2009,1,21798,5201
84279238,05/09/2023,08/05/2024,620400,joisted masonry,2015,1,6234,5108
654667280,17/05/2023,16/05/2024,1775071,light metal steel frame - lightweight roofing,1985,1,3995,5201
503630750,17/06/2023,16/06/2024,1800163,light metal steel frame ,2016,1,10959,5201
499036415,14/04/2023,13/04/2024,830707,light metal steel frame - lightweight metal roofing,2020,1,2815,5201
137202569,27/04/2023,26/04/2024,689291,wood frame 2x4 w/ wood bracing,1968,1,2236,5050
962533605,26/06/2023,25/06/2024,3622670,reinforced masonry and flat roof with parapet,1988,1,21442,5105
369354333,24/12/2022,24/12/2023,1050708,wood frame - stucco cladding  & flat roof,2013,1,10431,5050
271573264,24/03/2023,23/03/2024,1850710,light metal steel frame - lightweight metal roofing,2014,1,9543,5201
748398492,21/03/2023,20/03/2024,1443502,light gauge steel frame,1995,1,6809,5201
960466214,20/08/2023,19/08/2024,3070800,reinforced masonry - stucco cladding and flat roof without parapets,2011,1,10776,5105
859992796,21/03/2024,21/03/2025,1520876,wood frame (2x4 inch wood),2014,1,17676,5050
730438534,08/08/2023,07/08/2024,3261653,light metal steel,1989,1,40418,5201
84594857,29/09/2023,28/09/2024,3404079,light metal steel frame - lightweight roofing,2014,1,38914,5201
478126818,12/02/2023,01/12/2024,4982773,light metal steel frame - lightweight metal roofing ,2003,1,12653,5201
966192302,11/03/2023,02/11/2024,370512,light gauge steel frame,2011,1,1736,5201
983278521,21/07/2023,20/07/2024,3010069,reinforced masonry - stucco cladding and flat rof with parapets,2018,1,19231,5105
80581076,06/11/2022,11/06/2023,1171769,reinforced masonry - stucco cladding and flat roof without parapets,1967,1,31243,5105
213350587,13/12/2022,13/12/2023,2356530,masonry -joisted masonry,2017,2,16196,5108
918021880,09/06/2023,05/09/2024,2742376,reinforced  masonry and flat roof without parapets,1994,1,23291,5105
655350626,18/02/2023,18/02/2024,595965,light metal steel frame - asbestos roof,2019,1,1830,5201
549574421,16/08/2023,15/08/2024,1932649,wood  frame - stucco cladding and gable roof with slope less than or equal to 30 degrees,2020,1,13526,5050
733736557,26/12/2023,25/12/2024,687924,light gauge steel frame,1991,1,3063,5201
611609216,02/02/2023,02/02/2024,1161598,unknown,2020,1,5712,5000
79314743,17/07/2023,16/07/2024,4201879,reinforced masonry - brick veneer cladding and flat roof without parapets,2013,1,17858,5105
536663057,16/10/2023,15/10/2024,1772777,reinforced masonry - stucco cladding and flat roof with parapets,2015,3,10912,5105
625185995,09/06/2023,05/09/2024,785082,reinforced masonry w/ reinforced brick masonry,2009,1,10780,5105
961109413,05/02/2023,01/05/2024,460677,light metal steel frame - lightweight metal roofing,1966,1,1774,5201
174116434,02/07/2023,07/02/2024,2130475,wood  frame - wood cladding and hip roof with slope less than or equal to 30 degrees,1999,1,19079,5050
123598440,23/03/2023,22/03/2024,1108962,wood frame 2x4 w/ wood bracing,1963,1,11120,5050
694734787,29/06/2023,28/06/2024,979803,reinforced masonry - stucco cladding and flat roof with parapets,2019,1,3670,5105
842083353,04/10/2023,09/04/2024,2415377,wood frame -2x6,2015,1,15351,5050
193084712,03/06/2023,05/03/2024,882022,reinforced masonry - metal cladding and flat roof without parapets,2016,1,12384,5105
852836445,04/10/2023,09/04/2024,2863603,light metal asbestos siding,1995,1,44283,5201
769535200,22/11/2023,21/11/2024,4001926,light metal steel frame - lightweight metal roofing,1982,1,50495,5201
598076464,03/02/2023,01/03/2024,2224449,fire resistive concrete- stucco cladding & flat roof with parapets,2019,1,17577,5150
137095261,04/09/2023,08/04/2024,757573,reinforced masonry - stucco cladding and flat roof with parapets,1986,1,3737,5105
835335224,29/10/2023,28/10/2024,592388,reinforced masonry - stucco cladding and flat roof without parapets,2019,1,2040,5105
167401131,25/10/2023,24/10/2024,4011571,reinforced masonry - masonry cladding and flat roof with parapets,1996,1,18709,5105
282925502,16/12/2022,16/12/2023,1990219,reinforced masonry and wood frmed flt roof without parapet,2016,1,17720,5105
221979598,03/01/2023,29/02/2024,3496986,joisted masnry,2004,1,22052,5108
806892188,19/11/2022,19/11/2023,2375802,light metal steel frame - lightweight metal roofing ,2011,1,7807,5201
749918064,17/10/2023,16/10/2024,3952699,reinforced masonry,2020,1,26450,5105
187131722,07/02/2023,01/07/2024,2247572,reinforced masonry - metal cladding and braced gable roof with slope less than or equal to 30,2017,2,2692,5105
702380693,25/07/2023,24/07/2024,995715,light metal steel frame - lightweight metal roofing,2008,1,2641,5201
955125378,28/11/2022,28/11/2023,3348671,wood frame - brick veneer cladding  & flat roof,2003,1,23607,5050
220048798,25/02/2024,24/02/2025,1118917,light metal steel frame -corrugated roofing,2010,1,4313,5201
416930453,04/03/2023,02/04/2024,436166,light metal steel frame - lightweight metal roofing,1984,2,1744,5201
380365428,29/07/2023,28/07/2024,784799,wood frame - vinyl siding cladding  & gable roof,2013,1,11881,5050
866538784,27/01/2024,26/01/2025,1428708,reinforced masonry - stucco cladding and gable roof with slope less than or equal to 30 degrees,2003,1,25511,5105
47370626,09/10/2023,09/09/2024,972819,wood frame - wood frame cladding  & gable roof,2012,1,4825,5050
676349976,07/08/2023,07/07/2024,2829591,light gauge steel frame,2018,1,12579,5201
382359482,16/10/2023,15/10/2024,583471,reinforced masonry w/ reinforced brick masonry,2018,1,23659,5105
939370429,05/10/2023,09/05/2024,3470040,reinforced masonry wood frame rooof,1995,1,42034,5105
242405298,20/12/2023,19/12/2024,3014107,joisted masonry,2020,2,21984,5108
5019614,28/01/2023,28/01/2024,1452568,wood frame  & gable roof,2018,2,13958,5050
563348025,19/01/2023,19/01/2024,782296,unknown,2012,1,3446,5000
900489865,01/04/2023,04/01/2024,1926411,light metal steel,2019,1,7535,5201
756695399,15/04/2023,14/04/2024,2377176,joisted masonry,2005,1,20393,5108
49917689,11/05/2023,04/11/2024,519068,light gauge steel frame,2011,1,13129,5201
784504528,01/07/2023,07/01/2024,2402975,wood frame - vinyl cladding and hip roof with slope greater than 30 degrees,1982,1,5686,5050
25680041,23/04/2023,22/04/2024,3577305,reinforced masonry - stucco cladding and braced gable roof with slope less than or equal to 30,2017,2,35188,5105
630511699,27/04/2023,26/04/2024,1917353,light metal steel frame - asbestos roof,2015,1,16366,5201
379964831,29/11/2023,28/11/2024,793967,joisted masonry,1991,1,5356,5108
848253522,01/10/2023,10/01/2024,1632441,light metal steel,1988,1,16186,5201
9890995,14/03/2023,13/03/2024,3910350,light gauge steel frame,2009,2,32224,5201
511948757,27/08/2023,26/08/2024,569759,reinforced masonry - stucco cladding and gable roof with slope less than or equal to 30 degrees,2013,1,2431,5105
858994131,26/05/2023,25/05/2024,2125724,reinforced masonry - stucco cladding and flat roof with parapets,1999,1,9434,5105
857031499,18/07/2023,17/07/2024,1527053,reinforced  masonry - stucco cladding and braced gable roof with slope less than or equal to 30,2017,1,5760,5105
744327937,14/02/2024,13/02/2025,1019414,masonry,2004,1,5451,5100
478024488,19/08/2023,18/08/2024,5909391,reinforced masonry - stucco cladding and flat roof,2012,1,41566,5105
443025300,30/06/2023,29/06/2024,2022401,reinforced  masonry and flat roof without parapets,2001,1,4717,5105
755341390,29/08/2023,28/08/2024,769327,masonry,2005,1,6599,5100
703263167,27/01/2023,27/01/2024,808529,light metal,2019,1,18100,5201
555164002,25/10/2023,24/10/2024,551635,reinforced masonry - stucco cladding and gable roof with slope less than or equal to 30 degrees,1945,1,1360,5105
70406054,08/11/2023,10/08/2024,692649,wood frame 2x4 w/ wood bracing,2003,1,2387,5050
590456114,01/04/2023,04/01/2024,3052134,reinforced masonry wood frame rooof,2018,1,22598,5105
788727309,29/05/2023,28/05/2024,1098240,masonry -joisted masonry,2018,1,8777,5108
416907708,08/07/2023,06/08/2024,3984191,reinforced masonry - stucco cladding and hip roof with slope less than or equal to 30 degrees,2017,1,11204,5105
687228878,21/11/2023,20/11/2024,408909,reinforced masonry - stucco cladding and flat roof with parapets,2008,1,2116,5105
550302584,04/11/2023,10/04/2024,616717,reinforced masonry - stucco cladding and flat roof,2019,2,7454,5105
717283242,18/10/2023,17/10/2024,1438578,light gauge steel frame,2020,1,14222,5201
580964505,31/12/2023,30/12/2024,2177806,wood  frame - brick veneer cladding and gable roof with slope greater than 30 degrees,2017,1,26705,5050
622992942,16/02/2023,16/02/2024,4726905,light metal w/ corrugated roof,2008,2,39620,5201
988840156,25/07/2023,24/07/2024,540145,wood frame 2x4 w/ wood bracing,1980,2,3207,5050
886490553,26/06/2023,25/06/2024,2913219,reinforced masonry - brick cladding and flat roof without parapets,1993,1,13649,5105
620912246,30/08/2023,29/08/2024,6588584,masonry,1985,1,83353,5100
977213128,10/01/2023,30/09/2024,1999077,reinforced masonry w/ reinforced brick masonry,2015,2,42566,5105
569725097,20/12/2023,19/12/2024,1172049,light metal steel frame - asbestos roof,1951,1,9967,5201
192612479,09/12/2023,11/09/2024,867612,masonry,2018,1,5300,5100
148035117,07/07/2023,06/07/2024,1826484,reinforced masonry w/ reinforced brick masonry,1991,3,14318,5105
281120190,26/10/2023,25/10/2024,3043291,joisted masonry,2005,1,16403,5108
372361591,26/06/2023,25/06/2024,5557430,light metal steel frame - lightweight metal roofing ,2000,1,17413,5201
711013447,23/10/2023,22/10/2024,4045356,joisted masnry,2014,1,32555,5108
4959758,09/12/2023,11/09/2024,1138825,reinforced masonry,2019,1,4957,5105
314112027,06/08/2023,07/06/2024,925036,masonry,1997,2,6947,5100
537236771,26/05/2023,25/05/2024,704519,reinforced masonry - stucco cladding and flat roof with parapets,2007,1,6370,5105
474102439,21/10/2023,20/10/2024,4568898,reinforced masonry - brick veneer cladding and flat roof without parapets,2002,1,61669,5105
767964066,09/10/2023,09/09/2024,1309122,joisted masonry,2005,2,8852,5108
421607108,17/02/2023,17/02/2024,2904911,light metal steel frame ,1987,1,34206,5201
236973781,05/08/2023,07/05/2024,2133741,reinforced masonry - stucco cladding and flat roof with parapets,2008,2,16052,5105
453238497,30/11/2023,29/11/2024,2108360,reinforced masonry - metal cladding and flat roof without parapets,2015,1,16473,5105
138194022,14/11/2023,13/11/2024,6831924,light gauge steel frame,1998,2,59222,5201
580468615,15/03/2023,14/03/2024,1379489,wood frame - stucco cladding and braced gable roof with slope greater than or equal to 30,2020,1,6445,5050
569483071,12/07/2023,06/12/2024,3591026,masonry,2002,1,20422,5100
197340438,21/02/2023,21/02/2024,2380588,joisted masnry,1995,1,11396,5108
799426156,03/06/2023,05/03/2024,433093,light metal steel frame ,2010,1,3855,5201
170539013,02/09/2023,09/02/2024,1410038,reinforced masonry - stucco cladding and flat roof with parapets,2005,1,18643,5105
371011769,15/01/2023,15/01/2024,1582213,wood  frame - vinyl siding cladding  & gable roof,2011,1,28198,5050
592989547,24/10/2023,23/10/2024,1659506,light metal w/ corrugated roofing ,1991,1,13202,5201
732990600,16/06/2023,15/06/2024,1560740,masonry,2019,1,6216,5100
508652341,13/09/2023,12/09/2024,1301066,wood frame 2x4 w/ wood bracing,2017,1,15840,5050
258209254,17/12/2022,17/12/2023,874179,reinforced masonry - stucco cladding and flat rof with parapets,2009,1,12357,5105
762668838,06/10/2023,09/06/2024,481040,reinforced masonry & flat roof,2020,2,1414,5105
206391549,17/06/2023,16/06/2024,711326,reinforced  masonry and flat roof with parapets,1998,1,3311,5105
228052594,10/12/2022,12/10/2023,3272596,light metal steel frame - lightweight metal roofing,2007,1,23698,5201
979237903,11/10/2023,09/11/2024,994156,wood  frame - brick veneer cladding  & hip roof,1987,1,7996,5050
750406429,25/07/2023,24/07/2024,1966495,reinforced masonry,2016,1,11523,5105
299964755,12/12/2022,12/12/2023,1141826,masonry,2005,1,7315,5100
680646399,11/02/2023,01/11/2024,2086913,unknown,1938,1,12548,5000
211523537,02/05/2023,05/02/2024,1629321,reinforced masonry - stucco cladding & flat roof,1926,1,9934,5105
58762730,21/03/2024,21/03/2025,848067,joisted masonry,2009,1,5959,5108
662639218,10/08/2023,07/10/2024,3221606,steel and gable roof w/ slope less than or equal to 30 degrees,1971,2,22270,5200
574197102,30/11/2023,29/11/2024,1662360,reinforced masonry - stucco cladding and braced gable roof with slope less than or equal to 30,2000,1,15681,5105
820481969,23/03/2023,22/03/2024,1154981,wood frame 2x4 w/ wood bracing,2014,1,20329,5050
388841886,21/06/2023,20/06/2024,2515263,reinforced masonry,2012,1,12106,5105
849041836,25/01/2024,24/01/2025,837782,unknown,2019,1,5207,5000
270769026,06/07/2023,06/06/2024,2551288,fire resistive concrete - flat roof wit parapets,2020,1,18346,5150
7874414,29/04/2023,28/04/2024,2069373,light metal steel frame - lightweight metal roofing,2019,1,10082,5201
614560672,12/10/2023,09/12/2024,3978816,reinforced masonry with RBM walls,2018,1,23370,5105
